,Unnamed: 0,job_titles,companys,location,employment_type,gov_support,salary,links,industrys
119,119,"Director, Product Management",PERX TECHNOLOGIES PTE. LTD.,Islandwide,Senior Management,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/director-product-management-perx-technologies-4fc39b169e0294359613d0835828574e,Engineering
120,120,"Research Specialist, Centre for Research on Rehabilitation and Protection, RPG",Ministry of Social and Family Development,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/research-specialist-centre-research-rehabilitation-protection-rpg-ministry-social-family-development-507690456fdb1474c42caeec71fa9ade,Social Services ...
121,121,Research Assistant,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,,"$30,000to$58,200",https://www.mycareersfuture.sg/job/research-assistant-national-university-singapore-0c8fc6abc24de73c51141ebf4ead1d47,Sciences / Laboratory / R&D
122,122,"VP, Technical Delivery Manager, Middle Office Technology, Technology & Operations (190000AE)",DBS BANK LTD.,East,Senior Management,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-technical-delivery-manager-middle-office-technology-technology-operations-dbs-bank-3dd2b79a6614c85d98d53a9e242297a5,Information Technology
123,123,Accounts Executive,TRAX TECHNOLOGY SOLUTIONS PTE. LTD.,Central,Junior Executive,,"$2,500to$3,500",https://www.mycareersfuture.sg/job/accounts-executive-trax-technology-solutions-1469fb08fd834147c3d8c44c21d02841,Accounting / Auditing / Taxation
124,124,Vice President,LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Manager,Government support available,"$9,000to$15,000",https://www.mycareersfuture.sg/job/vice-president-lazada-south-east-asia-2bfaf170683ecee0e339739b0a192e3f,Sales / Retail 
125,125,Assistant Manager (Events and Planning),GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$8,000",https://www.mycareersfuture.sg/job/assistant-manager-government-technology-agency-1bf95d32ba7a044b23363fed1d12abba,Events / Promotions  ...
126,126,Performance Optimization Analyst,VUNGLE SEA PTE. LTD.,Central,Executive,Government support available,"$4,000to$6,000",https://www.mycareersfuture.sg/job/performance-optimization-analyst-vungle-sea-deab9833b45741b8d266c93fc0b70c47,Advertising / Media 
127,127,"Regional Sales Operations Lead, APAC",AIRBNB SINGAPORE PRIVATE LIMITED,Central,Manager,Government support available,"$11,600to$22,000",https://www.mycareersfuture.sg/job/regional-sales-operations-lead-apac-airbnb-singapore-582da194adfa804b3196644999d93d2c,Sales / Retail 
128,128,IT Head Engineer,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/head-engineer-7012d7ea971fed0bdf7a9cbb35c5d021,Information Technology
129,129,IT Head Engineer,AMARIS.AI PTE. LTD.,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/head-engineer-amarisai-4edabfc8d749be8d299b154321482f13,Information Technology
130,130,Head of Data Science - Analytics Director,Company Undisclosed,Central,Middle Management,,"$9,000to$18,000",https://www.mycareersfuture.sg/job/head-data-science-analytics-director-885e0926619869d100a6801189527098,Others
131,131,Business Analyst Project Manager - Data Science,Company Undisclosed,Central,Manager,Government support available,"$7,000to$9,000",https://www.mycareersfuture.sg/job/business-analyst-project-manager-data-science-2fe50cb7a17176b9cfb57102153837de,Information Technology
134,134,Data Scientist,Company Undisclosed,North,Non-executive,Government support available,"$3,400to$6,000",https://www.mycareersfuture.sg/job/data-scientist-21861e90483b457a87d98b573aeedb8e,Engineering ...
135,135,Big Data Solution Architect,Company Undisclosed,East,Professional,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/big-data-solution-architect-75b01ff1374e9fb7e630b737e841fc81,Information Technology
136,136,"Senior  /  Manager, Data Architecture",Company Undisclosed,South,Manager,Government support available,"$8,000to$15,000",https://www.mycareersfuture.sg/job/senior-manager-data-architecture-abee2fa5297a677c52ebf9cadfd78d1a,Information Technology
137,137,Solution Delivery Specialist,Company Undisclosed,East,Manager,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/solution-delivery-specialist-d1a6500f0fbbf819fbcf88fa9d25aae8,Information Technology
138,138,Teaching Associate- Digital Literacy,Company Undisclosed,West,Professional ...,,"$3,000to$4,500",https://www.mycareersfuture.sg/job/teaching-associate-digital-literacy-453756538d7a2032c6610700c47800aa,Education and Training
140,140,Senior Product Development Engineer (71663),Company Undisclosed,East,Executive,,"$4,500to$7,000",https://www.mycareersfuture.sg/job/senior-product-development-engineer-16be2a5fbb554c4474d25ba48defb8c9,Engineering
141,141,Fuels Analyst,Company Undisclosed,East,Professional,Government support available,"$8,500to$12,000",https://www.mycareersfuture.sg/job/fuels-analyst-afa6f65241f8676bee51ff46f606f933,Engineering
142,142,Product Management Lead,Company Undisclosed,Central,Senior Management ...,Government support available,"$13,000to$15,000",https://www.mycareersfuture.sg/job/product-management-lead-bfad64cc7b258a3b5c40680d9a78698c,Information Technology
143,143,Product Manager,Company Undisclosed,Central,Senior Management ...,Government support available,"$10,000to$12,000",https://www.mycareersfuture.sg/job/product-manager-5420c69c48462806b30e4cd9fc0fbdc1,Information Technology
144,144,Product Manager,Company Undisclosed,Central,Senior Management ...,Government support available,"$7,500to$9,000",https://www.mycareersfuture.sg/job/product-manager-5b33dc347c1e8c73c279d970fe8f4116,Information Technology
0,0,Data Scientist,ABAKUS (ASIA PACIFIC) PTE. LTD.,East,Manager ...,Government support available,"$7,000to$13,000",https://www.mycareersfuture.sg/job/data-scientist-abakus-30773057cec6241994d9a7397a59573b,Banking and Finance ...
4,4,"Senior Manager, Data Scientist, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Senior Management,Government support available,"$8,000to$16,000",https://www.mycareersfuture.sg/job/senior-manager-data-scientist-advisory-ernst-young-advisory-24e8184a7a5a0bc805189953a1771f4d,Information Technology
6,6,Data Scientist,CISCO SYSTEMS (USA) PTE. LTD.,South,Fresh/entry level ...,Government support available,"$57,000to$80,000",https://www.mycareersfuture.sg/job/data-scientist-cisco-systems-ab78825f2f9666e3ea8ac0c296a1476d,Banking and Finance
8,8,Lead Data Scientist,REDMART LIMITED,West,Professional,Government support available,"$7,000to$14,000",https://www.mycareersfuture.sg/job/lead-data-scientist-redmart-4360d885f21e92f19aaab3d026dd9dfc,Engineering ...
9,9,Data Scientist,GRAEBEL APAC CENTER PTE. LTD.,Central,Senior Executive,Government support available,"$5,000to$6,500",https://www.mycareersfuture.sg/job/data-scientist-graebel-apac-center-295662cfb61e5e92694f9dbd081bc1c0,Others
11,11,IT Data Scientist (Machine Comprehension),Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/data-scientist-e6718fcccdddc66d73fd0d13ff0a34f4,Information Technology
12,12,Data Scientist,REDMART LIMITED,West,Professional,,"$7,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-redmart-20bc769b53d6c602873b02d4bc172f31,Engineering ...
13,13,Data Scientist,REDMART LIMITED,West,Professional,,"$7,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-redmart-3fb28139930ac4848c84ddd669eb070e,Engineering ...
14,14,Data Scientist,HEWLETT PACKARD ENTERPRISE SINGAPORE PTE. LTD.,South,Professional,Government support available,"$5,100to$10,000",https://www.mycareersfuture.sg/job/data-scientist-hewlett-packard-enterprise-singapore-4cd401024939234386449a21c78de05b,Consulting 
16,16,"AVP, Data Scientist (Customer Science), Regional Consumer Banking Operations, T&O (18000449)",DBS BANK LTD.,East,Middle Management ...,Government support available,"$6,500to$11,700",https://www.mycareersfuture.sg/job/avp-data-scientist-regional-consumer-banking-operations-to-dbs-bank-7e36e8f87d7af76662cd8a126554572c,Banking and Finance
17,17,IT Data Scientist (Generalist),Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/data-scientist-ee6d544e704fdda821970b416b5eda87,Information Technology
19,19,Data Scientist,AMPOTECH PTE. LTD.,Central,Professional,Government support available,"$5,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-ampotech-27837b2ff200338455306b4524262c50,Information Technology
21,21,Data Scientist (Cyber Security),SINGAPORE TELECOMMUNICATIONS LIMITED,Central,Professional,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-singapore-telecommunications-b495b5797dee28b2ad624403e81945e6,Information Technology
22,22,AI DATA SCIENTIST (MACHINE COMPREHENSION),AMARIS.AI PTE. LTD.,Central,Professional ...,Government support available,"$3,500to$7,000",https://www.mycareersfuture.sg/job/ai-data-scientist-amarisai-5fcad1410f32a0b2fb8c85c80e258ff2,Information Technology
24,24,Data Scientist,CHEIL SINGAPORE PTE. LTD.,South,Professional,,"$9,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-cheil-singapore-822c557af9e51e4d720a30d4427cab55,Others
25,25,Data Scientist,SINGAPORE TELECOMMUNICATIONS LIMITED,Central,Manager,Government support available,"$4,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-singapore-telecommunications-521d6cc01d708764e5a131f3c18b3a47,Information Technology
27,27,Data Scientist,MOKA TECHNOLOGY SOLUTIONS PTE. LTD.,North,Professional,Government support available,"$4,000to$7,500",https://www.mycareersfuture.sg/job/data-scientist-moka-technology-solutions-33525243d898a573696fb6fd709d893e,Others
28,28,Data Scientist,CLARIANT (SINGAPORE) PTE. LTD.,West,Middle Management ...,Government support available,"$5,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-clariant-f75f452d3baf0effa3bbc4b351709045,Manufacturing ...
30,30,Data Scientist - Intern (6 months),JABIL CIRCUIT (SINGAPORE) PTE. LTD.,East,Fresh/entry level,,"$800to$1,500",https://www.mycareersfuture.sg/job/data-scientist-intern-jabil-circuit-332041884350de0452d66a9ace0cf95e,Information Technology ...
33,33,Data Scientist - Information Technology,NOMURA SINGAPORE LIMITED,Central,Professional,,"$20,800to$33,000",https://www.mycareersfuture.sg/job/data-scientist-information-technology-nomura-singapore-0463f4e6680987a4e8aa1ed80616846d,Banking and Finance
40,40,data scientist,HILTI ASIA PACIFIC PTE. LTD.,South,Senior Executive,Government support available,"$8,000to$13,000",https://www.mycareersfuture.sg/job/data-scientist-hilti-asia-pacific-3663eea2ba100b73f57cea1dd23f865f,Engineering
47,47,Data Scientist (Machine Learning Specialist),AIDA TECHNOLOGIES PTE. LTD.,Central,Professional,,Salary undisclosed,https://www.mycareersfuture.sg/job/data-scientist-aida-technologies-b4088d4c1f0a9d10712c37517c70e75e,Banking and Finance ...
52,52,Data Scientist,ASIACLOUD SOLUTIONS PRIVATE LIMITED,Islandwide,Professional ...,Government support available,"$6,000to$7,500",https://www.mycareersfuture.sg/job/data-scientist-asiacloud-solutions-d3c1e071bc63174c875e534bf3a92553,Information Technology
54,54,Data Scientist,RAKUTEN ASIA PTE. LTD.,Central,Manager ...,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/data-scientist-rakuten-asia-c70998f0303704c6c7e453bbab0121d6,Information Technology
55,55,IT Data Scientist,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/data-scientist-d4e45fcd4d16785a131aca3a0100fd5a,Information Technology
56,56,Data Scientist,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,South,Executive,,"$6,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-manpower-staffing-services-27713c736c722a85530e3cf78c50ba2c,Information Technology
57,57,"VP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",DBS BANK LTD.,East,Manager,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-data-scientist-investment-trading-technology-technology-operations-dbs-bank-caa0fab03a6568f57b13cafd9b6b0188,Banking and Finance
58,58,"AVP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",DBS BANK LTD.,East,Manager,Government support available,"$6,500to$11,700",https://www.mycareersfuture.sg/job/avp-data-scientist-investment-trading-technology-technology-operations-dbs-bank-9f5a73903e89e25491158e75e3515786,Banking and Finance
59,59,Senior  /  Staff Data Scientist,NCS PTE. LTD.,North,Professional,,"$8,000to$13,000",https://www.mycareersfuture.sg/job/senior-staff-data-scientist-ncs-d9c7ce2e9a37be448050f2c1aa39e9ce,Engineering ...
60,60,Associate  /  Senior Data Scientist,NCS PTE. LTD.,North,Professional,Government support available,"$4,500to$9,000",https://www.mycareersfuture.sg/job/associate-senior-data-scientist-ncs-12347b2449c4a0dcd94e3cda90c17553,Engineering ...
62,62,Data Scientist (62913),SIEMENS PTE. LTD.,Central,Executive,Government support available,"$4,000to$8,000",https://www.mycareersfuture.sg/job/data-scientist-siemens-f76d3f9f081a63cff0d2e4319ad98d58,Information Technology
63,63,DATA SCIENTIST,SOPRA STERIA ASIA PTE. LTD.,"South, Central",Professional,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/data-scientist-sopra-steria-asia-02a1196b078ee709327436f183222379,Information Technology
64,64,Data Scientist (Project Manager),EPS COMPUTER SYSTEMS PTE LTD,Islandwide,Manager,Government support available,"$6,000to$9,000",https://www.mycareersfuture.sg/job/data-scientist-eps-computer-systems-024ed5c5ed27c9cffd93a9efee0b0d3f,Information Technology
65,65,Data Scientist,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,East,Professional,Government support available,"$5,500to$8,000",https://www.mycareersfuture.sg/job/data-scientist-alphatech-business-solutions-2a7e215d436f824328533e9908206f63,Information Technology
66,66,Data Scientist - Signal Processing,BIOFOURMIS SINGAPORE PTE. LTD.,West,Executive,,"$4,000to$6,000",https://www.mycareersfuture.sg/job/data-scientist-signal-processing-biofourmis-singapore-4f590c6141213789adafc432b1ce1a37,Information Technology
67,67,Data Scientist,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,Government support available,"$5,000to$7,500",https://www.mycareersfuture.sg/job/data-scientist-national-university-singapore-90090c7c52ec6d702db995e880d3e437,Education and Training ...
69,69,Senior Data Scientist,MICROSEC PTE. LTD.,Central,Senior Management,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-data-scientist-microsec-250d9206a049392b395d1a2ee8da7f15,Information Technology
70,70,Senior AI Data Scientist,UNSCRAMBL SINGAPORE PTE. LTD.,Islandwide,Manager,,"$7,000to$10,000",https://www.mycareersfuture.sg/job/senior-ai-data-scientist-unscrambl-singapore-56b499a2c7687564cefe00167a410c3d,Engineering
72,72,Scientist (Data Analytics) /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,,"$4,500to$9,000",https://www.mycareersfuture.sg/job/scientist-i2r-astar-research-entities-68e1c2c9c64234ca60eab70844fbb8d7,Sciences / Laboratory / R&D
74,74,Data Engineer / Machine Learning Engineer,ONECONNECT FINANCIAL TECHNOLOGY (SINGAPORE) CO. PTE. LTD.,South,Professional,Government support available,"$3,000to$4,000",https://www.mycareersfuture.sg/job/data-engineer-machine-learning-engineer-oneconnect-financial-technology-cb7271da6bec8cfefa49c74f9184a096,Engineering
75,75,Research Scientist,AGODA COMPANY PTE. LTD.,Islandwide,Manager ...,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/research-scientist-agoda-company-f00237c5878e10b81927de26eaab04fa,Information Technology
80,80,"Senior Manager, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Senior Management,,"$8,000to$16,000",https://www.mycareersfuture.sg/job/senior-manager-data-analytics-advisory-ernst-young-advisory-e29727d85e3b78ffdaf78cf32d0f88e8,Consulting 
81,81,"Manager, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Manager,Government support available,"$6,000to$12,000",https://www.mycareersfuture.sg/job/manager-data-analytics-advisory-ernst-young-advisory-bb96a8cf8a5a0e511c47754a78dcda4e,Information Technology
82,82,Data Science Lead Consultant,CPM CONSULTING PTE. LTD.,Central,Professional,Government support available,"$7,000to$9,000",https://www.mycareersfuture.sg/job/data-science-lead-consultant-cpm-consulting-d26dc1e1fc80fe7249dd35be5ef90920,Information Technology
83,83,Data Science Consultant,BACKOFFICE ASSOCIATES ASIA PTE. LTD.,Central,Professional,Government support available,"$7,000to$9,000",https://www.mycareersfuture.sg/job/data-science-consultant-backoffice-associates-asia-863283daf30fe9edb3d9c6959f2299f2,Information Technology
84,84,Data Science Consultant,BACKOFFICE ASSOCIATES ASIA PTE. LTD.,Central,Professional,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/data-science-consultant-backoffice-associates-asia-32de68c45c9756377411d997a31402c9,Information Technology
85,85,senior software engineer,EMPORIO ANALYTICS PTE. LTD.,South,Professional,,"$7,000to$9,000",https://www.mycareersfuture.sg/job/senior-software-engineer-emporio-analytics-ef76e877d0c6df1df4ce5d736904d0cf,Information Technology
89,89,"Vice President, Data Science",LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Middle Management,Government support available,"$9,000to$14,000",https://www.mycareersfuture.sg/job/vice-president-data-science-lazada-south-east-asia-8f9daa815a0c6f115f3c587b3f824842,Information Technology
90,90,"Senior Analyst, Data Science",LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Senior Executive,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/senior-analyst-data-science-lazada-south-east-asia-b91e23b857e76931dac314eba1ca39d6,Information Technology
91,91,Head of Business Development,EMPORIO ANALYTICS PTE. LTD.,South,Senior Management,,"$8,000to$15,000",https://www.mycareersfuture.sg/job/head-business-development-emporio-analytics-25c4643d3c5b688ec67a185b4c15cf8e,Consulting 
93,93,Application Specialist (Color Spectro),CLARIANT (SINGAPORE) PTE. LTD.,West,Professional,Government support available,"$5,000to$9,000",https://www.mycareersfuture.sg/job/application-specialist-clariant-159fc3b4dc136043d30223d7b5a09047,Engineering ...
94,94,Design Engineer / Electronic Component MNC / 5 days week / Fresh grad welcome,CAREER TREND PTE. LTD.,North,Senior Executive,,"$4,000to$5,500",https://www.mycareersfuture.sg/job/design-engineer-electronic-component-mnc-5-days-week-fresh-grad-welcome-career-trend-6e51fc02bf7a78acd8de3d7b5f67e394,Information Technology
95,95,Data Team Lead,MONEYSMART SINGAPORE PTE. LTD.,South,Manager,,"$7,000to$12,000",https://www.mycareersfuture.sg/job/data-team-lead-moneysmart-singapore-60fe01e025ae30049a54a259e9098230,Information Technology
96,96,Senior / Data Analyst (1 Year Contract) - S$3000,CLARIST RESOURCES PTE. LTD.,East,Executive,,"$2,500to$3,000",https://www.mycareersfuture.sg/job/senior-data-analyst-s3000-clarist-resources-4421ead93eebf3eb5599db3bc5fdc218,Information Technology ...
99,99,"Assistant Manager, GeoAnalytics",Singapore Land Authority,,Middle Management,,"$4,000to$6,500",https://www.mycareersfuture.sg/job/assistant-manager-geoanalytics-singapore-land-authority-c6b86014497574442a0ee9efd61c227c,Information Technology ...
100,100,Data Analyst,ENT-VISION PTE. LTD.,Central,Executive,,"$3,500to$4,000",https://www.mycareersfuture.sg/job/data-analyst-ent-vision-5db592052a62b3a5abb4aa282c8b8d14,Information Technology
101,101,EBS Spark Developer,CITTABASE SOLUTIONS PTE. LTD.,Central,Executive,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/ebs-spark-developer-cittabase-solutions-300c3d7953d6cca872211aab8636cc2a,Information Technology
103,103,Data Scientist,Company Undisclosed,Central,Professional,Government support available,"$9,000to$11,000",https://www.mycareersfuture.sg/job/data-scientist-e9d6029464b6aca793fc93d3b6669576,Information Technology
104,104,Data Scientist,Company Undisclosed,Central,Professional,Government support available,"$13,000to$15,000",https://www.mycareersfuture.sg/job/data-scientist-d84bec231d6b0dad85a91696658b2b1e,Information Technology
105,105,Data Scientist,Company Undisclosed,Central,Professional,Government support available,"$11,000to$13,000",https://www.mycareersfuture.sg/job/data-scientist-eeb19ef11244beca07dfab34164d4877,Information Technology
106,106,Senior  /  Regional Health Consultant (contract role),Company Undisclosed,Central,Professional,Government support available,"$6,000to$10,000",https://www.mycareersfuture.sg/job/senior-regional-health-consultant-7bf5a27c2631610a792436dbb0809fb4,Professional Services
107,107,Project Manager,Company Undisclosed,East,Manager,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/project-manager-ad22f03be805b1102cbb0cc7438cc852,Engineering
0,0,Principal Evangelist - AI / ML,AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,Central,Professional,Government support available,"$18,000to$25,000",https://www.mycareersfuture.sg/job/principal-evangelist-ai-ml-amazon-web-services-singapore-e7a4d3c3e0c9b43f7b60305ece6544a4,Information Technology
1,1,Software Engineer,DYSON OPERATIONS PTE. LTD.,Islandwide,Professional,Government support available,"$4,600to$6,000",https://www.mycareersfuture.sg/job/software-engineer-dyson-operations-05333bcb956254c0974bebb4be24a510,Engineering
5,5,"Senior Assistant Director /  Deputy Director (Data Science Unit), Planning and Organization Division",Ministry of Home Affairs,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-assistant-director-deputy-director-planning-organization-division-ministry-home-affairs-1455629d24a90a87a21bcb2b806f992d,Others ...
6,6,"Assistant Director  /  Senior Manager, Data Analysis (Data Science Unit), Planning and Organization Division",Ministry of Home Affairs,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/assistant-director-senior-manager-data-analysis-planning-organization-division-ministry-home-affairs-2be22e0e48ea8549f897c1ba96d0a02c,Others ...
7,7,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$3,400to$5,000",https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-6876e7eb10647ebfff19d7654df46921,Sciences / Laboratory / R&D
9,9,IT Chatbot Engineer,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/chatbot-engineer-e0693fa799c9044396dd804b39ae6d18,Information Technology
11,11,Advanced Research Engineer,DYSON OPERATIONS PTE. LTD.,Islandwide,Professional,Government support available,"$5,700to$7,200",https://www.mycareersfuture.sg/job/advanced-research-engineer-dyson-operations-1f27ae4f33bd0d4f9bfd1c38d3e927db,Engineering
12,12,Senior Algorithm Engineer,SENSETIME INTERNATIONAL PTE. LTD.,Central,Professional,Government support available,"$7,500to$10,000",https://www.mycareersfuture.sg/job/senior-algorithm-engineer-sensetime-international-e05b771030b1a684d5e9a88e7700180b,Engineering ...
14,14,Senior Data Scientist,DATHENA SCIENCE PTE. LTD.,Central,Executive,Government support available,"$4,000to$8,000",https://www.mycareersfuture.sg/job/senior-data-scientist-dathena-science-1af5f319534f59046d96ab2d06bf9797,Information Technology ...
16,16,IT Deep Learning Research Engineer,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/deep-learning-research-engineer-775ce83df44249a217875d4a0a88ef4c,Information Technology
17,17,Research Assistant,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$3,200to$4,200",https://www.mycareersfuture.sg/job/research-assistant-nanyang-technological-university-6821b88d13395ab8134fe12dbdee6dbf,Sciences / Laboratory / R&D
18,18,IT Research Scientist (Generative Models),Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/research-scientist-9e14d21c6db78fc7ec2a5d7c472d823e,Information Technology
19,19,"Data Science Lead, Large Customer Sales - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,South,Executive,Government support available,"$7,700to$15,400",https://www.mycareersfuture.sg/job/data-science-lead-large-customer-sales-singapore-google-asia-pacific-4a23f0baa5c6bbdf7c07755a43ad57ff,Information Technology
23,23,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,Government support available,"$3,200to$4,200",https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-d04deb801430e40ad61da664a81ee464,Engineering ...
24,24,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional ...,Government support available,"$3,800to$4,500",https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-a5eafaf15d0ef051d32d2dea180a3593,Engineering ...
27,27,Director of Business Information Systems,LEAP (G) PTE. LTD.,Islandwide,Professional,Government support available,"$12,000to$18,000",https://www.mycareersfuture.sg/job/director-business-information-systems-leap-0cbe6b23692e37ae3cfae03adb5ab801,Information Technology
29,29,"Research Officer (II), BII",A*STAR RESEARCH ENTITIES,South,Non-executive,,"$2,500to$5,000",https://www.mycareersfuture.sg/job/research-officer-bii-astar-research-entities-2129e842fb1dda7c8e2889e09e0420a8,Information Technology ...
30,30,"Research Assistant (II), BII",A*STAR RESEARCH ENTITIES,South,Non-executive,,"$2,500to$5,000",https://www.mycareersfuture.sg/job/research-assistant-bii-astar-research-entities-821f091917e5c6b2c1b302118cd38fbb,Information Technology ...
32,32,Data Science Training And Development Manager,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$8,000",https://www.mycareersfuture.sg/job/data-science-training-development-manager-government-technology-agency-5705478a8cbee18ed06d0506ce4a376f,Information Technology ...
33,33,School of Infocomm - Project Staff,Republic Polytechnic,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/school-infocomm-project-staff-republic-polytechnic-5c585bed369ce6bbe280d26275146bb3,Education and Training ...
35,35,Research Engineer (Human Language Technology)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,,"$2,500to$5,000",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-046179d3dfd868928539db493248a7a6,Sciences / Laboratory / R&D
36,36,AI Architect-Solutions Lead,Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/ai-architect-solutions-lead-25ff0d75bff79efa09e09757f7244173,Information Technology
37,37,IT Research Scientist (Finance Engineer),Company Undisclosed,Central,Professional,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/research-scientist-1be805e7746666d2d71dcd49e2fdf825,Information Technology
38,38,"Assistant Professor, Dept of Chemical & Biomolecular Engineering",NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,,"$7,500to$15,000",https://www.mycareersfuture.sg/job/assistant-professor-dept-chemical-biomolecular-engineering-national-university-singapore-b4819f7b88b932c7b6520e0e61432053,Education and Training
39,39,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$5,000to$5,500",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-21cf615a6aca1eee45fa96951e971be7,Sciences / Laboratory / R&D
40,40,Project Manager,WIPRO LIMITED (SINGAPORE BRANCH),"East, Central",Professional,Government support available,"$8,500to$10,500",https://www.mycareersfuture.sg/job/project-manager-wipro-69cca3b454a7c580d03d705622b97341,Information Technology
43,43,Senior Research Engineer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$5,000to$8,500",https://www.mycareersfuture.sg/job/senior-research-engineer-nanyang-technological-university-9a818a0f256b8683bb96d5396ac6837f,Sciences / Laboratory / R&D
45,45,Solution Specialist,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),South,Professional,Government support available,"$7,500to$15,000",https://www.mycareersfuture.sg/job/solution-specialist-oracle-capac-services-unlimited-company-94b09c997523b7f2ab40dba84e1027e1,Information Technology
46,46,Solution Specialist,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),South,Professional,Government support available,"$5,000to$10,000",https://www.mycareersfuture.sg/job/solution-specialist-oracle-capac-services-unlimited-company-ef09b4743a2a5df13dfdcc8452d97aff,Information Technology
48,48,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,,"$5,800to$5,800",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-e3d719ae4f575900ddcc9ba608babf44,Sciences / Laboratory / R&D
49,49,"Data Science Intern (6 Months), Singapore",GUNVOR SINGAPORE PTE. LTD.,Central,Junior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/data-science-intern-singapore-gunvor-singapore-0b6b1075e3b14f0b69f410647f6722d8,Others
