,Unnamed: 0,job_titles,companys,location,employment_type,gov_support,salary,links,industrys
7,7,Big Data Developer,ASIACLOUD SOLUTIONS PRIVATE LIMITED,Islandwide,Manager ...,Government support available,"$6,500to$8,500",https://www.mycareersfuture.sg/job/big-data-developer-asiacloud-solutions-dc200d017c18367a2cfc98c41276e3a6,Information Technology
8,8,Big Data Administrator,THATZ INTERNATIONAL PTE LTD,Central,Executive,Government support available,"$4,500to$5,700",https://www.mycareersfuture.sg/job/big-data-administrator-thatz-international-63d1c8ba0414e13dcfca84c651958627,Information Technology
9,9,Big Data Tester,ITCAN PTE. LIMITED,Islandwide,Executive,Government support available,"$4,500to$7,500",https://www.mycareersfuture.sg/job/big-data-tester-itcan-5ad8b3a7802af91938ef610ce7e3cf4b,Information Technology
10,10,Hadoop (Big Data) Administrator,INVOSYSTEMS SOLUTIONS PTE. LTD.,South,Professional,Government support available,"$4,000to$6,500",https://www.mycareersfuture.sg/job/hadoop-administrator-invosystems-solutions-436f68560e11326eee3d5e897e484ff2,Information Technology
11,11,Senior Java Big Data Developer,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,"South, Central",Professional,Government support available,"$8,000to$10,000",https://www.mycareersfuture.sg/job/senior-java-big-data-developer-hydrogen-consulting-solutions-847de0e52ad7eff2645a06b355fe7276,Information Technology
12,12,Java Big Data Developer,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,"South, Central",Professional,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/java-big-data-developer-hydrogen-consulting-solutions-f19e84730294eb481eb4dceeccecbac2,Information Technology
13,13,Functional Big Data security consultant,KEYTEO CONSULTING PTE. LTD.,Central,Non-executive,Government support available,"$6,500to$13,000",https://www.mycareersfuture.sg/job/functional-big-data-security-consultant-keyteo-consulting-eb9e3b139a9fee1aef9b3d8e9b3bb71e,Banking and Finance
17,17,"VP, Solution Architect, Group Consumer Banking and Big Data Analytics Technology, T&O (1900006Q)",DBS BANK LTD.,East,Senior Management,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-solution-architect-group-consumer-banking-big-data-analytics-technology-to-dbs-bank-c9b924cb39f6594569b50d1d33a216d5,Information Technology
18,18,Big Data Java Developer,ADECCO PERSONNEL PTE LTD,Islandwide,Executive,Government support available,"$5,000to$8,500",https://www.mycareersfuture.sg/job/big-data-java-developer-adecco-personnel-9680334fb82218c088d22b34711cb057,Information Technology
20,20,"Senior Manager (Network and Data Infra), EOID",Ministry of Home Affairs,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-manager-eoid-ministry-home-affairs-d4b7bdfb88477981b0501045088cd143,Public / Civil Service
21,21,"Senior Assistant Director (Network and Data Infra), EOID",Ministry of Home Affairs,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-assistant-director-eoid-ministry-home-affairs-27381b4609f12671cdcde177c51ea2df,Public / Civil Service
24,24,Research Fellow (Biochemistry),NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,Government support available,"$4,000to$6,000",https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-24af47cb2b0050ccd4d0c6e043157cd9,Sciences / Laboratory / R&D
26,26,Data Engineer,CAPGEMINI SINGAPORE PTE. LTD.,Central,Professional,Government support available,"$5,000to$7,500",https://www.mycareersfuture.sg/job/data-engineer-capgemini-singapore-51f97c3a7f16fb63685c1e2f26effbad,Engineering
32,32,Machine Learning Engineering,NTUC LINK PRIVATE LIMITED,Central,Professional,,"$7,000to$14,000",https://www.mycareersfuture.sg/job/machine-learning-engineering-ntuc-link-9fd89948c5f7fb212933a41d777919e6,Information Technology ...
33,33,Machine Learning Engineer,NTUC LINK PRIVATE LIMITED,Central,Manager,,"$7,000to$13,000",https://www.mycareersfuture.sg/job/machine-learning-engineer-ntuc-link-9d7571a7e3c3d70df9b06fff70de9ca1,Information Technology ...
36,36,Data Modeler,TERADATA (SINGAPORE) PTE. LTD.,Central,Executive,Government support available,"$7,000to$9,500",https://www.mycareersfuture.sg/job/data-modeler-teradata-e9183e59ca005921561c8c9e58b92d74,Information Technology
37,37,"AVP, Data Engineer",NTUC LINK PRIVATE LIMITED,Central,Manager,,"$8,000to$12,000",https://www.mycareersfuture.sg/job/avp-data-engineer-ntuc-link-2b1e7cfe58b6a681298840d3f44af017,Information Technology
38,38,Data Engineer,INTELLECT MINDS PTE. LTD.,Central,Executive,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/data-engineer-intellect-minds-2a8b2d06e28c95bc8d5778e70e6a5b75,Information Technology
39,39,Senior Hadoop Consultant,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,"East, West",Senior Executive,Government support available,"$6,000to$8,000",https://www.mycareersfuture.sg/job/senior-hadoop-consultant-optimum-solutions-060098bd4d4c522b12bc4279543df26f,Information Technology
42,42,Data Engineer,CHUBB ASIA PACIFIC PTE. LTD.,Central,Non-executive,Government support available,"$130,000to$180,000",https://www.mycareersfuture.sg/job/data-engineer-chubb-asia-pacific-cbfd5bba61995ad13797582e296de617,Information Technology
43,43,Data Engineer,GRABTAXI HOLDINGS PTE. LTD.,Central,Professional,Government support available,"$5,300to$8,000",https://www.mycareersfuture.sg/job/data-engineer-grabtaxi-holdings-abf461f251534f876db9a2d23175cb6e,Information Technology
47,47,Sr  /  Design Engineer (Software),JABIL CIRCUIT (SINGAPORE) PTE. LTD.,East,Executive,Government support available,"$3,000to$5,500",https://www.mycareersfuture.sg/job/sr-design-engineer-jabil-circuit-fc36383b7503a8225b1d6a9b5d3235c4,Engineering ...
48,48,Nielsen Fast Forward Internship - Jul to Dec 2019,THE NIELSEN COMPANY (SINGAPORE) PTE. LTD.,Central,Fresh/entry level,,Salary undisclosed,https://www.mycareersfuture.sg/job/nielsen-fast-forward-internship-jul-dec-2019-nielsen-company-b962466183f4472a9c43d6a774781f05,Consulting 
49,49,"Manager, Data Management Office",ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,East,Manager,Government support available,"$6,000to$9,000",https://www.mycareersfuture.sg/job/manager-data-management-office-alphatech-business-solutions-41acb61695fcda6ccaaab7c93f15d749,Banking and Finance ...
51,51,Analytics Architect,ICON CONSULTING-GROUP PTE. LTD.,Central,Professional,Government support available,"$15,000to$20,000",https://www.mycareersfuture.sg/job/analytics-architect-icon-consulting-group-440ccbcb6320596315d08cbc26e03cc1,Information Technology
52,52,Staff Systems Engineer,VISA WORLDWIDE PTE. LIMITED,East,Professional,Government support available,"$7,500to$10,500",https://www.mycareersfuture.sg/job/staff-systems-engineer-visa-worldwide-5743714a3eebbfb2d293f4b401d2aef4,Information Technology
56,56,"Assistant Director, Evaluation & Analytics",Health Promotion Board,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/assistant-director-evaluation-analytics-health-promotion-board-527ddf3132a46eeab12d0bc3dad9a918,Healthcare / Pharmaceutical ...
60,60,Data Analyst - Database Analyst,GROUPM ASIA PACIFIC HOLDINGS PTE. LTD.,Central,Executive,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/data-analyst-database-analyst-groupm-asia-pacific-holdings-631ebc36a74a85ee710dd711480e199d,Advertising / Media 
62,62,Data Scientist,DENTSU AEGIS NETWORK HUB2050,Central,Executive,Government support available,"$5,000to$10,000",https://www.mycareersfuture.sg/job/data-scientist-dentsu-aegis-network-hub2050-558ef521adf106695584d1c1592cdeff,Engineering ...
72,72,Lead Data Scientist,CARTRACK TECHNOLOGIES SOUTH EAST ASIA PTE. LTD.,East,Manager,Government support available,"$7,000to$12,000",https://www.mycareersfuture.sg/job/lead-data-scientist-cartrack-technologies-south-east-asia-c79fdeeed7eea65b71f28ac2dca1a4d0,Information Technology
77,77,Data Science & AI Programme Manager,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$8,000",https://www.mycareersfuture.sg/job/data-science-ai-programme-manager-government-technology-agency-c98079b6cb6790d93323dfa66296d67b,Information Technology ...
78,78,Technical Support Engineer,HEWLETT-PACKARD ASIA PACIFIC PTE. LTD.,South,Senior Executive,Government support available,"$4,000to$8,000",https://www.mycareersfuture.sg/job/technical-support-engineer-hewlett-packard-asia-pacific-b1fb6c66323633aa9cf07b06bac680b6,Information Technology
80,80,Specialist Solution Architect - Machine Learning,AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,Central,Professional,Government support available,"$130,000to$250,000",https://www.mycareersfuture.sg/job/specialist-solution-architect-machine-learning-amazon-web-services-singapore-73117b80ab5ca2a8196917e8cd955297,Information Technology
81,81,Staff Solution Architect,ENVISION DIGITAL INTERNATIONAL PTE. LTD.,South,Professional,,"$10,000to$15,000",https://www.mycareersfuture.sg/job/staff-solution-architect-envision-digital-international-423edc1c645ee0dd2138c1ca35c82993,Information Technology
82,82,"Threat Hunter, Senior Manager",LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Professional,,"$7,000to$10,500",https://www.mycareersfuture.sg/job/threat-hunter-senior-manager-lazada-south-east-asia-4c614afee8087c2d0b27e024df79e284,Information Technology
83,83,"Senior Security Engineer - Threat Hunter, Senior Associate",LAZADA SOUTH EAST ASIA PTE. LTD.,Central,Professional,,"$5,000to$7,500",https://www.mycareersfuture.sg/job/senior-security-engineer-threat-hunter-senior-associate-lazada-south-east-asia-5d229296cd35356ebaa3a4636a3fa691,Information Technology
87,87,Professional Services Cloud Architect,AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,Central,Middle Management,Government support available,"$10,000to$16,000",https://www.mycareersfuture.sg/job/professional-services-cloud-architect-amazon-web-services-singapore-a5afd673e430cbccea45d47e64ad3604,Information Technology
91,91,"Data Scientist Manager, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Manager,,"$6,000to$12,000",https://www.mycareersfuture.sg/job/data-scientist-manager-data-analytics-advisory-ernst-young-advisory-2c292ca063f70149190a7150dcb106f1,Information Technology
94,94,Data Analytics Manager,SATS LTD.,East,Manager,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/data-analytics-manager-sats-15ab556e0599771cd783db76b9bef5c0,Information Technology
97,97,"Senior Associate - Data Scientist, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Central,Senior Executive,,"$4,100to$8,200",https://www.mycareersfuture.sg/job/senior-associate-data-scientist-advisory-ernst-young-advisory-36e67dcb3a055d6a907028a8648e5724,Information Technology
100,100,School of Infocomm - Lecturer (Data Analytics  /  Machine Learning  /  Artificial Intelligence),Republic Polytechnic,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/school-infocomm-lecturer-republic-polytechnic-1e7a2170ae00170cdf89cf8a8fcd5b3c,Education and Training ...
104,104,IT Manager,BIZHUB ASIA PTE. LTD.,West,Manager,,"$6,000to$9,000",https://www.mycareersfuture.sg/job/manager-bizhub-asia-705b0372cc44696e50a6bed3bea3e6ae,Information Technology
111,111,"Vice President, Developer platform and long-tail strategy",ADA DIGITAL SINGAPORE PTE. LTD.,Central,Senior Management,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/vice-president-developer-platform-long-tail-strategy-ada-digital-singapore-52e885e092402d6d025b131118498ae1,Information Technology
113,113,Senior IT Auditor,MARINA BAY SANDS PTE. LTD.,Central,Senior Executive,Government support available,"$4,500to$7,400",https://www.mycareersfuture.sg/job/senior-auditor-marina-bay-sands-e9fbdabaf44140bacc3436a8f5115cb8,Accounting / Auditing / Taxation ...
119,119,Software Architect,MOBILEWALLA PTE. LTD.,Central,Professional ...,Government support available,"$7,000to$8,000",https://www.mycareersfuture.sg/job/software-architect-mobilewalla-297632953a5852507595b9c7968e8bd4,Information Technology
124,124,Software Development Engineer,MOBILEWALLA PTE. LTD.,Central,Fresh/entry level ...,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/software-development-engineer-mobilewalla-7a748635fda1eb375c8322e6a9ee2517,Information Technology
127,127,Software Engineer_18WD30757 (2),AUTODESK ASIA PTE. LTD.,South,Professional,Government support available,"$48,000to$96,000",https://www.mycareersfuture.sg/job/software-engineer18wd30757-autodesk-asia-4b042ce33e5d48ea44e102ee4e944a3b,Information Technology
133,133,Chief Information Officer  /  Chief Technology Officer  /  Chief Security Officer,THE SUPREME HR ADVISORY PTE. LTD.,West,Senior Management ...,Government support available,"$9,000to$12,000",https://www.mycareersfuture.sg/job/chief-information-officer-chief-technology-officer-chief-security-officer-supreme-hr-advisory-170ac50f8f4f015726c49a916eec9856,Information Technology
135,135,Software Architect LEAD (DEX),NEWTON CIRCUS PTE. LTD.,South,Professional ...,Government support available,"$6,000to$12,000",https://www.mycareersfuture.sg/job/software-architect-lead-newton-circus-dd55fb8b7fec6275dbbec5be78a26cc0,Engineering ...
137,137,Manager - Transformation and Apps,DIMENSION DATA ASIA PACIFIC PTE. LTD.,East,Manager,Government support available,"$8,000to$10,000",https://www.mycareersfuture.sg/job/manager-transformation-apps-dimension-data-asia-pacific-90608957179d2735b86157258ed2cd2a,Information Technology
138,138,Research Associate (Computational Linguistics),NANYANG TECHNOLOGICAL UNIVERSITY,West,Non-executive,,"$4,000to$5,500",https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-bcc9d9ab10c36f2a126b880d8a3a77b1,Sciences / Laboratory / R&D
139,139,Software and Applications Developer,INTEGRAL SOLUTIONS (ASIA) PTE LTD,Central,Professional,Government support available,"$2,500to$6,000",https://www.mycareersfuture.sg/job/software-applications-developer-integral-solutions-2467e37b283e54d9f37a39862624b191,Professional Services
141,141,Business Analyst,SABRE ASIA PACIFIC PTE. LTD.,East,Senior Executive,,"$53,000to$98,000",https://www.mycareersfuture.sg/job/business-analyst-sabre-asia-pacific-e6890cb832592b8fb887d27ad27dba19,Others
143,143,Scientist (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,South,Professional,,"$4,500to$9,000",https://www.mycareersfuture.sg/job/scientist-i2r-astar-research-entities-d4e27b0166814031cd553e27a5fdc0c9,Sciences / Laboratory / R&D
145,145,Pre sales consultant,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE. LTD.,North,Professional,Government support available,"$5,500to$6,500",https://www.mycareersfuture.sg/job/pre-sales-consultant-tech-data-advanced-solutions-b84f9191c4932448f2a1f70b8d26ded4,Information Technology
146,146,Hadoop developer,POWER IT CONSULTANCY SERVICES PTE. LTD.,Central,Non-executive,Government support available,"$4,000to$7,000",https://www.mycareersfuture.sg/job/hadoop-developer-power-consultancy-services-f1c394607d25fe93e4e87f2cfa568fb2,Information Technology
147,147,"Senior Software Engineer, Machine Learning – Chatbot (NLP) Team",AGODA COMPANY PTE. LTD.,Islandwide,Professional,,"$8,000to$12,000",https://www.mycareersfuture.sg/job/senior-software-engineer-machine-learning-%E2%80%93-chatbot-team-agoda-company-a8ea04bb15f038423786db12de79e754,Information Technology
148,148,Java Developer /  Engineer,CUBEE PTE. LTD.,Central,Professional ...,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/java-developer-engineer-cubee-6015fc594062bca8721ee4d3353e081e,Engineering ...
149,149,SOFTWARE DEVELOPER (DEX),NEWTON CIRCUS PTE. LTD.,South,Professional ...,Government support available,"$4,500to$7,000",https://www.mycareersfuture.sg/job/software-developer-newton-circus-8cb47e6daa541c89579f9881034ece8a,Engineering ...
150,150,"Assistant Manager /  Technical Manager, GeoSpatial Analytics",Singapore Land Authority,,Manager,,"$4,000to$6,800",https://www.mycareersfuture.sg/job/assistant-manager-technical-manager-geospatial-analytics-singapore-land-authority-999fa8e8fd93c9898f35e97f87ebbfbc,Information Technology ...
152,152,"New Grad, Senior Software Engineer (Master's Degree)",VISA WORLDWIDE PTE. LIMITED,East,Fresh/entry level,,"$57,000to$80,000",https://www.mycareersfuture.sg/job/new-grad-senior-software-engineer-visa-worldwide-2509f121bd57ddda1314da3373f94f8f,Information Technology
153,153,Senior Research Fellow (Code: OR / HSSR / MO) - 009F4,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,Government support available,"$71,160to$142,320",https://www.mycareersfuture.sg/job/senior-research-fellow-009f4-national-university-singapore-5ae507a79f846b0e76c2d2ce529c27be,Others
